number,quote
1,quote
2,"""It'll come to me, I have no doubt."""
3,"""Don't get mixed up in any more murders, Aunt Jane. It isn't good for you."""
4,quote
5,"“Nobody else would pay him half what I do,”"
6,"“Ah,”"
7,"“Poor Mr. Rafiel, I hope he didn’t—suffer.”"
8,"“Surely,”"
9,"“I believe, you know, I could be ruthless….”"
10,"“I was speaking to myself,”"
11,“I just wondered if I could ever be ruthless.”
12,"“All the same,”"
13,“In the cause of justice.”
14,"“You did have it in for little Gary Hopkins I must say,”"
15,“I hope he hasn’t tortured anymore cats.”
16,"“Really,”"
17,“I don’t think I have ever behaved quite like that.”
18,"“Sulphur yellow,”"
19,quote
20,I’m afraid one does at my age
21,Not particularly nice now
22,When I could attend to it myself—
23,Do you live here?
24,Oh yes
25,I’ve come as a sort of companion-gardener
26,That would be easy
27,I do vegetables for Mrs. Hastings
28,Mrs. Hastings
29,Certainly Mrs. Hastings was not an old friend
30,She had certainly never been a gardening chum
31,She had just all his life made enormous amounts of money
32,quote
33,"“Fat or thin, I wonder?”"
34,“Didn’t Rafiel ever describe her to you?”
35,“He was extraordinarily cagey in everything he said about her.”
36,"“The whole thing seems very odd to me,”"
37,“If we only knew a bit more about what it all meant….”
38,"“It might be,”"
39,“something to do with Michael.”
40,“What? After all these years? Couldn’t be. What put that into your head? Did he mention—”
41,"“No, he didn’t mention anything. Gave me no clue at all as to what was in his mind. Just gave me instructions.”"
42,“Think he was getting a bit eccentric and all that towards the end?”
43,"“Not in the least. Mentally he was a brilliant as ever. His physical ill health never affected his brain, anyway. In the last two months of his life he made an extra two hundred thousand pounds. Just like that.”"
44,"“He had a flair,”"
45,"“Certainly, he always had a flair.”"
46,"“A great financial brain,”"
47,"“Not many like him, more’s the pity.”"
48,"“I saw it in the paper,”"
49,"“He was, I understand, a friend of yours.”"
50,"“I met him first just over a year ago,”"
51,"“In the West Indies,”"
52,“You knew him well?”
53,"“No,”"
54,"“We were fellow visitors in a hotel. We had occasional conversations. I never saw him again after my return to England. I live very quietly in the country, you see, and I gather that he was completely absorbed in business.”"
55,"“He continued transacting business right up—well, I could almost say right up to the day of his death,”"
56,"“I am sure that was so,”"
57,"“I realized quite soon that he was a—well, a very remarkable character altogether.”"
58,“I don’t know if you have any idea—whether you’ve been given any
59,quote
60,"""Yes,"""
61,"""Partridges,"""
62,"""A box of marrons glacés is an expensive taste which I cannot often gratify."
63,"""I will take this back with me and reflect upon it."
64,"""Really, what on earth made Mr. Rafiel—you have no idea why he should have suggested this particular proposition, and why he should think that I could be of service to him in any way?"
65,"""He must have known that it was over a year, nearly two years since he had seen me and that I might have got much more feeble than I have, and much more unable to exercise such small talents as I might have."
66,"""There are other people surely much better qualified to undertake an investigation of this nature?"""
67,"""Strictly speaking I should say no,"""
68,"""Nothing professional, that is to say. I have never been a probation officer or indeed sat as a magistrate on a Bench or been connected in any way with a detective agency."
69,"""To explain to you, Mr. Broadribb, which I think it is only fair for me to do and which I think Mr. Rafiel ought to have done, to explain it in any way all I can say is that during our stay in the West Indies, we both, Mr. Rafiel and myself, had a certain connection with a crime that took place there. A rather unlikely and perplexing murder."""
70,"""I should not put it quite like that,"""
71,"""Mr. Rafiel, by the force of his personality, and I, by putting together one or two obvious indications that came to my notice, were successful in preventing a second murder just as it was about to take place."
72,"""I could not have done it alone, I was physically far too feeble."
73,"""Mr. Rafiel could not have done it alone, he was a cripple."
74,"""We acted as allies, however."""
75,"""Does the word “Nemesis” mean anything to you?"""
76,"""It was not a question. A very slow and unexpected smile dawned on her face. “Yes,” she said, “it does mean something to me."
77,"""You feel the"
78,quote
79,"""If he does think that,"" she’s gaga. I mean, he was gaga before he died."
80,"""I shall receive instructions,"" said Miss Marple. “But what instructions and when?”"
81,"""I believe in eternal life,"" said Miss Marple. “I don’t know exactly where you are, Mr. Rafiel, but I have no doubt that you are somewhere—I will do my best to fulfil your wishes.”"
82,"""Dear Mr. Broadribb,"" “I have considered the suggestion you made to me and I am letting you know that I have decided to accept the proposal made to me by the late Mr. Rafiel. I shall do my best to comply with his wishes, though I am not at all assured of success. Indeed, I hardly see how it is possible for me to be successful. I have been given no direct instructions in his letter and have not been—I think the term is briefed—in any way. If you have any further communication you are holding for me which sets out definite instructions, I should be glad if you will send it to me, but I imagine that as you have not done so, that is not the case."
83,"""I presume that Mr. Rafiel was of sound mind and disposition when he died? I think I am justified in asking if there has been recently in his life any criminal affair in which he might possibly have been interested, either in the course of his business or in his personal relations. Has he ever expressed to you any anger or dissatisfaction with some notable miscarriage of justice about which he felt strongly? If so, I think I should be justified in asking you to let me know about it. Has any relation or connection of his suffered some hardship, lately been the victim of some unjust dealing, or what might be considered as such?"
84,"""I wish I knew,"" said Miss Marple, and asked Cherry to bring her an extra scarf as there was a chilly wind."
85,"""What things?"" asked Cherry, with some interest."
86,"""I wish I knew,"" said Miss Marple."
87,"""Do you know a woman who lives in a new house somewhere here, she’s called Mrs. Hastings?”"
88,"""Are they related?"""
89,quote
90,"At least, I’ve started doing something. Not that I hope much from this, but still it might help."
91,"I have not heard anything directly about Esther Walters, but like you I heard from a friend that they had seen a notice of her remarriage. Her name now is, I believe, Mrs. Alderson or Anderson. Her address is Winslow Lodge, near Alton, Hants."
92,"Not so far away from here, really. No. Not so far away. I could—I don’t know what would be the best method—possibly one of Inch’s taxis. Slightly extravagant, but if anything results from it, it could be charged as expenses quite legitimately. Now do I write to her beforehand or do I leave it to chance? I think it would be better really, to leave it to chance. Poor Esther. She could hardly remember me with any affection or kindliness."
93,"A nice woman, a very nice woman. The kind that would so easily marry a bad lot. In fact, the sort of woman that would marry a murderer if she were ever given half a chance. I still consider, that I probably saved her life. In fact, I am almost sure of it, but I don’t think she would agree with that point of view. She probably dislikes me very much. Which makes it more difficult to use her as a source of information. Still, one can but try. It’s better than sitting here, waiting, waiting, waiting."
94,"Anyway, when one thinks of things just before going to sleep, quite often ideas come. It may work out that way."
95,Sleep well?
96,"I had a curious dream. I was talking to someone, not anyone I knew very well. Just talking. Then when I looked, I saw it wasn’t that person at all I was talking to. It was somebody else. Very odd."
97,"Order Inch for me, will you? To come here about half past eleven."
98,"Not going to London, are you?"
99,"Endeavouring to meet someone by accident and make it seem purely natural. Not really very easy, but I hope that I can manage it."
100,Memory is a curious thing. Sometimes one remembers a voice even if one hasn’t heard it for over
101,quote
102,"""You're looking wonderfully well,"""
103,"""I was just going to say you were looking wonderfully well, my dear. I had no idea you lived in this part of the world."""
104,"""Oh, I didn't know. How interesting. I suppose I must have missed it. I always do look down the marriages."""
105,"""Much better,"" said Miss Marple immediately. ""Oh, much better, my dear. In these days men age so much quicker than women. I know it used not to be said so, but actually it's true. I mean, they get more things the matter with them. I think, perhaps, they worry and work too much. And then they get high blood pressure or low blood pressure or sometimes a little heart trouble. They're rather prone to gastric ulcers, too. I don't think we worry so much, you know. I think we're a tougher sex."""
106,"""Perhaps we are,"" said Esther."
107,"""You look very well,"" she said, “and very gay.”"
