number,quote
180,"""Worse and worse! Our men would know that the chase was hot at their heels, and they would be off out of the country. As it is, they are likely enough to leave, but as long as they think they are perfectly safe they will be in no hurry. Jones's energy will be of use to us there, for his view of the case is sure to push itself into the daily press, and the runaways will"
181,quote
182,"""Got your message, sir,"" and brought 'em on sharp. Three bob and a tanner for tickets."
183,"""Here you are,"" producing some silver. ""In future they can report to you, Wiggins, and you to me. I cannot have the house invaded in this way. However, it is just as well that you should all hear the instructions. I want to find the whereabouts of a steam launch called the Aurora, owner Mordecai Smith, black with two red streaks, funnel black with a white band. She is down the river somewhere. I want one boy to be at Mordecai Smith's landing-stage opposite Millbank to say if the boat comes back. You must divide it out among yourselves, and do both banks thoroughly. Let me know the moment you have news. Is that all clear?"""
184,"""Yes, guv'nor,"""
185,"""The old scale of pay, and a guinea to the boy who finds the boat. Here's a day in advance. Now off you go!"" He handed them a shilling each, and away they buzzed down the stairs, and I saw them a moment later streaming down the street."
186,"""If the launch is above water they will find her,"" as he rose from the table and lit his pipe. ""They can go everywhere, see everything, overhear every one. I expect to hear before evening that they have spotted her. In the mean while, we can do nothing but await results. We cannot pick up the broken trail until we find either the Aurora or Mr. Mordecai Smith."""
187,"I dare say. Are you going to bed, Holmes?"""
188,"""No: I am not tired. I have a curious constitution. I never remember feeling tired by work, though idleness exhausts me completely. I am going to smoke and to think over this queer business to which my fair client has introduced us. If ever man had an easy task, this of ours ought to be. Wooden-legged men are not so common, but the other man must, I should think, be absolutely unique."""
189,"""I have no wish to make a mystery of him,—to you, anyway. But you must have formed your own opinion. Now, do consider the data. Diminutive footmarks, toes never fettered by boots, naked feet, stone-headed wooden mace, great agility"
190,quote
191,"""It is for Mr. Thaddeus Sholto that I am anxious,"""
192,"""I suppose that Mr. Sherlock Holmes has gone out,"""
193,"""No, sir. He has gone to his room, sir. Do you know, sir,"""
194,"""Why so, Mrs. Hudson?"""
195,"""I don't think that you have any cause to be uneasy, Mrs. Hudson,"""
196,"""You are knocking yourself up, old man,"""
197,"""No, I could not sleep,"""
198,"""I have set other agencies at work, and used every means at my disposal."""
199,"""Or that Mrs. Smith has put us on a wrong scent."""
200,"""No, I think that may be dismissed."""
201,"""Could it have gone up the river?"""
202,"""I have considered that possibility too, and there is a search-party"""
203,"""I shall come to the conclusion soon that they have scuttled the craft."""
204,"""But there are objections to that."""
205,"""No, I think that may be dismissed."""
206,"""Could it have gone up the river?"""
207,"""I have considered that possibility too, and there is a search-party"""
208,"""I shall start off myself to-morrow, and go for the men rather than the boat."""
209,"""But surely, surely, we shall hear something."""
210,"""I am off down the river, Watson,"""
211,"""No; you can be much more useful if you will remain here as my representative."""
212,"""I am afraid that you will not be able to wire to me, for I can hardly tell yet where I may find myself."""
213,"""I shall have news of some sort or other before I get back."""
214,quote
215,I think that you might offer me a cigar too
216,"Here is the old man,--wig, whiskers, eyebrows, and all. I thought my disguise was pretty good, but I hardly expected that it would stand that test"
217,"You see, a good many of the criminal classes begin to know me,--especially since our friend here took to publishing some of my cases: so I can only go on the war-path under some simple disguise like this. You see, a good many of the criminal classes begin to know me,--especially since our friend here took to publishing some of my cases: so I can only go on the war-path under some simple disguise like this."
218,How has your case prospered?
219,"Well, then, in the first place I shall want a fast police-boat--a steam launch--to be at the Westminster Stairs at seven o'clock."
220,"Then I shall want two stanch men, in case of resistance."
221,"When we secure the men we shall get the treasure. I think that it would be a pleasure to my friend here to take the box round to the young lady to whom half of it rightfully belongs. Let her be the first to open it.--Eh, Watson?"
222,"Rather an irregular proceeding,"" said Jones, shaking his head."
223,"""Certainly. That is easily managed. One other point. I should much like to have a few details about this matter from the lips of Jonathan Small himself. You know I like to work the detail of my"
224,quote
225,"""One bumper,"" to the success of our little expedition. And now it is high time we were off. Have you a pistol, Watson?"
226,"""You had best take it, then. It is well to be prepared. I see that the cab is at the door. I ordered it for half-past six."""
227,"""Is there anything to mark it as a police-boat?"""
228,"""Then take it off."""
229,"""Where to?"""
230,"""To the Tower. Tell them to stop opposite Jacobson's Yard."""
231,"""We ought to be able to catch anything on the river,"" he said."
232,"""We shall have to catch the Aurora, and she has a name for being a clipper. I will tell you how the land lies, Watson. You recollect how annoyed I was at being balked by so small a thing?"""
233,"""Well, I gave my mind a thorough rest by plunging into a chemical analysis. One of our greatest statesmen has said that a change of work is the best rest. So it is. When I had succeeded in dissolving the hydrocarbon which I was at work at, I came back to our problem of the Sholtos, and thought the whole matter out again."""
234,"""I then put myself in the place of Small, and looked at it as a man of his capacity would. He would probably consider that to send back the launch or to keep it at a wharf would make pursuit easy if the police did happen to get on his track. How, then, could he conceal the launch and yet have her at hand when wanted?"""
235,"""I wondered what I should do myself if I were in his shoes. I could only think of one way of doing it. I might land the launch over to some boat-builder or repairer, with directions to make a trifling change in her. She would then be removed to his shed or hard, and so be effectually concealed, while at the same time I could have her at a few hours' notice."""
236,"""That seems simple enough."""
237,"""It is just these very simple things which are extremely liable to be overlooked. However, I determined to act on the idea. I started at once in this harmless seaman's rig and inquired at all the yards down the river."""
238,"""I drew blank at fifteen, but at the six"
239,"""quote"""
240,"""In that case I should have wasted my day. I think that it is a hundred to one against Smith knowing where they live. As long as he has liquor and good pay, why should he ask questions? They send him messages what to do. No, I thought over every possible course, and this is the best."""
241,"""That is Jacobson's Yard,"""
242,"""Cruise gently up and down here under cover of this string of lighters."""
243,"""I see my sentry at his post,"""
244,"""We have no right to take anything for granted,"""
245,"""It is certainly ten to one that they go down-stream, but we cannot be certain. From this point we can see the entrance of the yard, and they can hardly see us. It will be a clear night and plenty of light. We must stay where we are. See how the folk swarm over yonder in the gaslight."""
246,"""They are coming from work in the yard."""
247,"""Dirty-looking rascals, but I suppose every one has some little immortal spark concealed about him. You would not think it, to look at them. There is no a priori probability about it. A strange enigma is man!"""
248,"""Winwood Reade is good upon the subject,"""
249,"""He remarks that, while the individual man is an insoluble puzzle, in the aggregate he becomes a mathematical certainty. You can, for example, never foretell what any one man will do, but you can say with precision what an average number will be up to. Individuals vary, but percentages remain constant. So says the statistician. But do I see a handkerchief? Surely there is a white flutter over yonder."""
250,"""And there is the Aurora,"""
251,"""Full speed ahead, engineer. Make after that launch with the yellow light. By heaven, I shall never forgive myself if she proves to have the heels of us!"""
252,"""We must catch her!"""
253,"""Heap it on, stokers! Make her do all she can! If we burn the boat we must have them!"""
254,"""We have no right to take anything for granted,"""
255,"""It is certainly ten to one that they go down-stream"
256,quote
257,"pointing to the wooden hatchway. ""We were hardly quick enough with our pistols."""
258,"sure enough, just behind where we had been standing, stuck one of those murderous darts which we knew so well. It must have whizzed between us at the instant that we fired. Holmes smiled at it and shrugged his shoulders in his easy fashion, but I confess that it turned me sick to think of the horrible death which had passed so close to us that night."""
259,""" said Holmes. ""But I certainly did not know that the Aurora was such a clipper."""
260,quote
261,I have brought you something which is worth all the news in the world. I have brought you a fortune.
262,"No, no, not to me, but to my friend Sherlock Holmes. With all the will in the world, I could never have followed up a clue which has taxed even his analytical genius.  As it was, we very nearly lost it at the last moment."
263,"Because you are within my reach again, I said, ""Thank God."" Because I love you, Mary, as truly as ever a man loved a woman. Because this treasure, these riches, sealed my lips. Now that they are gone I can tell you how I love you. That is why I said, 'Thank God.'"
264,"Then I say, 'Thank God,' too, she whispered, as I drew her to my side. Whoever had lost a treasure, I knew that night that I had gained one."
265,in CSV format:
266,quote
267,"swarming with fanatics and fierce devil-worshippers of all sorts."""
268,"--the queerest that ever I was in, and I have been in some rum corners, too."""
269,"which took all our garrison, women, children, stores, and everything else, with plenty of room over."""
270,"where nobody goes, and which is given over to the scorpions and the centipedes."""
271,"and winding passages, and long corridors twisting in and out, so that it is easy enough for folk to get lost in it."""
272,"though now and again a party with torches might go exploring."""
273,"and so protects it, but on the sides and behind there are many doors, and these had to be guarded, of course, in the old quarter as well as in that which was actually held by our troops."""
274,"with hardly men enough to man the angles of the building and to serve the guns."""
275,"therefore, to station a strong guard at every one of the innumerable gates."""
276,"and to leave each gate under the charge of one white man and two or three natives."""
277,"and I was instructed if anything went wrong to fire my musket, when I might rely upon help coming at once from the central guard."""
278,"however, and as the space between was cut up into a labyrinth of passages and corridors, I had great doubts as to whether they could arrive in time to be of any use in case of an actual attack."""
279,
280,quote
281,'There are but three.'
282,'No; Dost Akbar must have his share. We can tell the tale to you
283,"Mahomet Singh, and"
284,"Sahib, and I tell"
285,
286,though you
287,your blood would
288,and your body in the water. But the Sikh
289,"and the Englishman knows the Sikh. Hearken,"
290,to what I have to say.
291,"'There is a rajah in the northern provinces who has much wealth,"
292,and
293,for he is of a low nature and
294,--with the Sepoy
295,"however, it seemed to him that the"
296,for through all the land he could hear of
297,being a careful
298,"he made such plans that, come what might, half at least of his"
299,but the most precious stones
300,and sent
301,"under the guise of a merchant, should"
302,there to lie until the land is at peace.
303,"if the rebels won he would have his money, but if the Company"
304,"he threw himself into the cause of the Sepoys, since they were"
305,"mark you, Sahib, his property"
306,"'This pretended merchant, who travels under the name of Achmet, is"
307,quote
308,"""It was all very bad, no doubt. I should like to know how many fellows in my shoes would have refused a share of this loot when they knew that they would have their throats cut for their pains. Besides, it was my life or his when once he was in the fort. If he had got out, the whole business would come to light, and I should have been court-martialled and shot as likely as not; for people were not very lenient at a time like that."""
309,"""Go on with your story,"""
310,"""Well, we carried him in, Abdullah, Akbar, and I. A fine weight he was, too, for all that he was so short. Mahomet Singh was left to guard the door. We took him to a place which the Sikhs had already prepared. It was some distance off, where a winding passage leads to a great empty hall, the brick walls of which were all crumbling to pieces. The earth floor had sunk in at one place, making a natural grave, so we left Achmet the merchant there, having first covered him over with loose bricks. This done, we all went back to the treasure."""
311,"""It lay where he had dropped it when he was first attacked. The box was the same which now lies open upon your table. A key was hung by a silken cord to that carved handle upon the top. We opened it, and the light of the lantern gleamed upon a collection of gems such as I have read of and thought about when I was a little lad at Pershore. It was blinding to look upon them. When we had feasted our eyes we took them all out and made a list of them. There were one hundred and forty-three diamonds of the first water, including one which has been called, I believe, 'the Great Mogul' and is said to be the second largest stone in existence. Then there were ninety-seven very fine emeralds, and one hundred and seventy rubies, some of which, however, were small. There were forty carbuncles, two hundred and ten sapphires, sixty-one agates, and a great quantity of beryls, onyxes, cats'-eyes, turquoises, and other stones, the very names of which I did not know at the time, though I have become more familiar with them since. Besides this, there were nearly three hundred very fine pearls, twelve of"
312,"the character that is being referred to as ""Small"" or ""Holmes"") in CSV format:"
313,"""quote"""
314,"""The surgeon, Dr. Somerton, was a fast, sporting young chap, and the other young officers would meet in his rooms of an evening and play cards. The surgery, where I used to make up my drugs, was next to his sitting-room, with a small window between us. Often, if I felt lonesome, I used to turn out the lamp in the surgery, and then, standing there, I could hear their talk and watch their play. I am fond of a hand at cards myself, and it was almost as good as having one to watch the others. There was Major Sholto, Captain Morstan, and Lieutenant Bromley Brown, who were in command of the native troops, and there was the surgeon himself, and two or three prison-officials, crafty old hands who played a nice sly safe game. A very snug little party they used to make."""
315,"""Well, there was one thing which very soon struck me, and that was that the soldiers used always to lose and the civilians to win. Mind, I don't say that there was anything unfair, but so it was. These prison-chaps had done little else than play cards ever since they had been at the Andamans, and they knew each other's game to a point, while the others just played to pass the time and threw their cards down anyhow. Night after night the soldiers got up poorer men, and the poorer they got the more keen they were to play. Major Sholto was the hardest hit. He used to pay in notes and gold at first, but soon it came to notes of hand and for big sums. He sometimes would win for a few deals, just to give him heart, and then the luck would set in against him worse than ever. All day he would wander about as black as thunder, and he took to drinking a deal more than was good for him."""
316,"""'It's all up, Morstan,' he was saying, as they passed my hut. 'I shall have to send in my papers. I am a ruined man.'"""
317,"""'Nonsense, old chap!' said the other, slapping him upon the shoulder. 'I've had a nasty facer myself, but--'"""
318,"""'I wish"
319,quote
320,"""A very remarkable account,"""
321,"""That I did not know. By the way, I had hoped that Tonga had lost all his darts; yet he managed to shoot one at us in the boat."""
322,"""Ah, of course,"""
323,"""For me,"""
