number,quote
1,quote
2,"So it said on our menu in the restaurant car yesterday, mon ami. Your remark is not original."
3,"A thousand pardons, Hastings. My thoughts were wandering. Wandering indeed to that part of the world you mentioned just now."
4,"How I wish I had been with you,"
5,"What I particularly missed was your vivid imagination, Hastings,” he went on dreamily. “One needs a certain amount of light relief. My valet, Georges, an admirable man with whom I sometimes permitted myself to discuss a point, has no imagination whatever.”"
6,Are you never tempted to renew your activities? This passive life—
7,"They seem to be giving the Home Secretary a pretty bad time of it,” I remarked with a chuckle."
8,"But, Poirot,” I cried. “This is most flattering!”"
9,"But, Poirot,” I cried. “This will put an end to our holiday.”"
10,But this summons—
11,You refuse?”
12,"You are not finished,” I exlaimed warmly."
13,"I wonder,” I said, “that you are not afraid. Such an emphatic pronouncement will surely tempt the gods.”"
14,quote
15,"""I'm due in the hotel for cocktails, really,"""
16,"""That's good."""
17,"""Indeed?"""
18,"""So far as one can tell by a cursory glance."""
19,"""My dear Poirot! How can I tell? Here—give me that hat. The lady will want it. I'll take it to her."""
20,"""Poirot,""I believe you have fallen in love."""
21,"""Well—you saw for yourself. Why ask me?"""
22,"""Because, alas! I cannot judge. To me, nowadays, anything young is beautiful. Jeunesse—jeunesse . . . It is the tragedy of my years. But you—I appeal to you! Your judgement is not upto-date, naturally, having lived in the Argentine so long. You admire the figure of five years ago, but you are at any rate more modern than I am. She is pretty—yes? She has the appeal to the sexes?"""
23,quote
24,It’s a nice hat. But quite an ordinary hat. Lots of girls have hats like it.
25,A perfectly plain fawn felt. Good style—
26,A perfectly plain fawn felt. Good style—
27,But a bee couldn’t make a hole like that.
28,A bullet?
29,You mean—
30,"You mean that one inch of a difference and that hole would not be through the hat but through the head. Now do you see why I am interested, Hastings?"
31,"You were right, my friend, when you told me not to use the word ‘impossible.’"
32,"You were right, my friend, when you told me not to use the word ‘impossible.’"
33,It’s odd.
34,"No, it is not odd. Some sounds—you get used to them so soon that you hardly notice they are there."
35,So Nick said.
36,"Nothing wrong with his ankle now, is there?"
37,"Just a momentary sprain,"
38,Oh! well—I’m glad to hear Nick didn’t invent the whole thing.
39,"” said Poirot, thoughtfully."
40,quote
41,"""Oh! no. Of course not."""
42,"""Oh, yes."""
43,"""Oh, yes."""
44,"""Monsieur Poirot is—er—was—a great detective,"""
45,"""Ah! my friend,"""
46,"""Is that all you can find to say?"""
47,"""One should not sing one’s own praises."""
48,"""Who is the dog, by the way? Dr. Watson, I presume."""
49,"""Monsieur Poirot is—er—was—a great detective,"""
50,"""Bring out your rubber-tyred hearses,"""
51,"""You mustn’t be alarmed, Miss Buckley. We will protect you."""
52,"""How frightfully nice of you,"""
53,"""I think the whole thing is perfectly marvellous. Too, too thrilling."""
54,"""You mustn’t be alarmed, Miss Buckley. We will protect you."""
55,quote
56,"""Lonely? What a funny idea. I'm not down here much, you know. I'm usually in London. Relations are too devastating as a rule. They fuss and interfere. It's much more fun to be on one's own."""
57,"""Well, there's nothing to get shocked about,"""
