number,quote
1,quote
2,“What a foul country—what a foul city!”
3,“What a foul country—what a foul city!”
4,“I wish I hadn’t come. . . .”
5,"“No, by hell, I’d go on with it! I’d planned this for years. I’d always meant to do—what I was going to do. Yes, I’d go on with it!”"
6,“Why? Is it worth it? Why dwell on the past? Why not wipe out the whole thing?”
7,"“He is too alive, too real, to be English. And yet he is fair. He may be perhaps Americano.”"
8,“Would you like the window down at all?”
9,“On the contrary. I have just shut it.”
10,“A delicious voice. It has the sun in it . . . It is warm like a summer night. . . .”
11,"“I like his voice. It is big and strong. He is attractive—yes, he is attractive.”"
12,"“Oh, yes, indeed. The people go away from London, I suppose, because it is so black there.”"
13,quote
14,"""You are not English, no?"""
15,"but I come from South Africa."""
16,"I see, that explains it."""
17,"do you? You're Spanish, then?"""
18,"yes—very sad. There has been damage done, quite a lot—yes."""
19,"you understand. The Mayor, he is, of course, an officer of the Government, so he is for the Government, and the priest is for General Franco—but most of the people are busy with the vines and the land, they have not time to go into these questions."""
20,""" she explained, ""all across the country and there was much destruction. And I saw a bomb drop and it blew up a car—yes, and another destroyed a house. It was very exciting!"""
21,"too,"" explained Pilar. ""Because I wanted to get on, and the driver of my car, he was killed."""
22,"is it not? If it comes quickly from the sky—bouff—like that, it is as well as any other way. One is alive for a time—yes, and then one is dead. That is what happens in this world."""
23,"señorita?"""
24,he asked:
25,studying her—wondering what these English relations of whom she spoke were like—wondering what
26,quote
27,“Why did you ask me if I was your father’s seventh wife? Has he really had six wives?”
28,“This—maus—please?”
29,"“Oh, no, it is very handsome here! The furniture is good and the carpets—thick carpets everywhere—and there are lots of ornaments. Everything is very good quality and very, very rich!”"
30,"“You’re right there,”"
31,"“How silly they look standing there . . . Why do they not embrace? No, of course the English do not do that. But they might say something. Why do they just look?”"
32,"“Yes, he is nice. He laughs—laughs out loud—and throws his head back. Oh, yes, I like him very much.”"
33,quote
34,"""I—wondered."""
35,"""But you like me, Grandfather. You like me to sit here with you."""
36,"""No, I do not love you. But I like you. I like you very much. You must believe that, for it is true. I think you have been wicked, but I like that too. You are more real than the other people in this house. And you have interesting things to say. You have travelled and you have led a life of adventure. If I were a man I would be like that, too."""
37,"""Several—thousands—of—pounds?"""
38,"""But why do you not have them cut and made beautiful?"""
39,"""But why do you not have them cut and made beautiful?"""
40,"""O-o-o, I cannot believe it!"""
41,"""But why do you not sell them, then?"""
42,"""But all that money?"""
43,"""But why do you not have them cut and made beautiful?"""
44,quote
45,","
46,quote
47,She said nothing.
48,I always had rather a specialized sense of humour. I don’t expect anyone else to appreciate the joke. I’m enjoying it!
49,You’re afraid—of me?
50,Not of you. I’m afraid—for you!
51,What are you thinking about?
52,I’m afraid—for you!
53,quote
54,"“Nothing like a wood fire,”"
55,"“Amazing business that Cartwright case,”"
56,“A device of foreigners! Unsportsmanlike!”
57,"“Possibly, yes.”"
58,"“The bullet wound, the cut throat, the crushed-in skull? It is there your preference lies?”"
59,"“It is, then, your opinion that Christmastime is an unlikely season for crime?”"
60,"“The British, they are so sentimental!”"
61,"“What if we are? What if we do like the old ways, the old traditional festivities? What’s the harm?”"
62,"“There is no harm. It is all most charming! But let us for a moment examine facts. You have said that Christmas is a season of good cheer. That means, does it not, a lot of eating and drinking? It means, in fact, the overeating! And with the overeating there comes the indigestion! And with the indigestion there comes the irritability!”"
63,"“Crimes,”"
64,quote
65,"“Bury the hatchet, that’s right.”"
66,"“And families now, families who have been separated throughout the year, assemble once more together. Now under these conditions, my friend, you must admit that there will occur a great amount of strain. People who do not feel amiable are putting great pressure on themselves to appear amiable! There is at Christmastime a great deal of hypocrisy, honourable hypocrisy, hypocrisy undertaken pour le bon motif, c’est entendu, but nevertheless hypocrisy!”"
67,"“No, no. It is I who am putting it like that, not you. I am pointing out to you that under these conditions—mental strain, physical malaise—it is highly probable that dislikes that were before merely mild and disagreements that were trivial might suddenly assume a more serious character. The result of pretending to be a more amiable, a more forgiving, a more high-minded person than one really is, has sooner or later the effect of causing one to behave as a more disagreeable, a more ruthless and an altogether more unpleasant person than is actually the case! If you dam the stream of natural behaviour, mon ami, sooner or later the dam bursts and a cataclysm occurs!”"
68,"“I am not serious! Not in the least am I serious! But all the same, it is true what I say—artificial conditions bring about their natural reaction.”"
69,"“He was well-liked, yes?”"
70,“You would like that I should accompany you?”
71,“I shall be delighted. You can count on me to assist you in any way I can. We must not hurt the feelings of the good superintendent. It will be his case—not mine. I am only the unofficial consultant.”
72,"“Très bien. Yes, that explains his attitude very well.”"
73,quote
74,"“But yes, I see. That means, does it not, that the key was turned from outside the door—turned by means of a special implement that went through the keyhole and gripped the barrel—possibly an ordinary pair of pliers would do it.”"
75,"“The idea being, then, that the death would be thought to be suicide, since the door was locked and no one was in the room?”"
76,"“But the disorder in the room! As you say, that by itself wiped out the idea of suicide. Surely the murderer would first of all have set the room to rights.”"
77,"“But all the same, in spite of his mistakes, he has escaped this criminal.”"
78,"“But, tout de même,”"
79,“You do not know who he is.”
80,"“But, tout de même,”"
81,“he has escaped to this extent: You do not know who he is.”
82,"“But, tout de même,”"
83,quote
84,"“He does not seem a strong man, no.”"
85,"“I do not mean that. I mean, he was not big, not strong physically.”"
86,“Such a frail shrunken old man—and yet—all this.”
87,"“Yes, there is a lot of blood—it strikes one, that. A lot of blood.”"
88,"“There is something here—some violence . . .” He stopped a minute, then went on: “Yes, that is it—violence . . . And blood—an insistence on blood . . . There is—how shall I put it?—there is too much blood. Blood on the chairs, on the tables, on the carpet . . . The blood ritual? Sacrificial blood? Is that it? Perhaps. Such a frail old man, so thin, so shrivelled, so dried up—and yet—in his death—so much blood . . .”"
89,"“‘Who would have thought the old man to have had so much blood in him?’ The words of Lady Macbeth. She said that . . . Ah, that is interesting. . .”"
90,“Hercule Poirot sighed. He murmured: ‘Such a frail shrunken old man—and yet—all this.’”
